id,titre,description,description_en,url_fiche,date_debut,date_fin,type_evenement,public_cible,emplacement,inscription,cout,arrondissement,adresse_principale,lat,long,source,sustainability_score,badge,badge_icon,eco_flag,free_flag,score_breakdown,score_reasons,wheelchair_metro_accessible,wheelchair_metro_m,wheelchair_metro_gap_m,wheelchair_note
111107,Après-midi de jeux de société,Venez faire la découverte de nouveaux jeux de société avec vos amis et votre famille.,Come discover new board games with your friends and family.,https://montreal.ca/evenements/apres-midi-de-jeux-de-societe-111107,2026-08-12,2026-08-12,Jeux,Pour tous,À l'extérieur,Entrée libre,Gratuit,Pierrefonds-Roxboro,nan,45.496195210508,-73.847222328186,city,88.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 20.0, 'walkin_access': 35.0}","['Stop within 84 m + BIXI 159 m', 'Outdoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111108,Jeudi détente : Tai Chi,Participez à cet atelier relaxant à la bibliothèque de Pierrefonds.,Join us for this relaxing workshop at the Pierrefonds Library.,https://montreal.ca/evenements/jeudi-detente-tai-chi-111108,2026-07-30,2026-07-30,Sport et plein air,Adultes,À l'extérieur,Sur inscription,Gratuit,Pierrefonds-Roxboro,nan,45.496195210508,-73.847222328186,city,64.3,Getting There,🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Stop within 84 m + BIXI 159 m', 'Outdoor venue', 'Registration required']",False,,0,No accessible metro station nearby
111109,Baba et le tam-tam parlant : voyage musical et conté,Baba et le tam-tam parlant voyage musical et conté Bibliothèque de Pierrefonds,Baba and the Talking Tam-Tam: A Musical Storytelling Journey — Pierrefonds Library,https://montreal.ca/evenements/baba-et-le-tam-tam-parlant-voyage-musical-et-conte-111109,2026-08-01,2026-08-01,Heure du conte,Enfants,À l'extérieur,Sur inscription,Gratuit,Pierrefonds-Roxboro,nan,45.496195210508,-73.847222328186,city,64.3,Getting There,🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Stop within 84 m + BIXI 159 m', 'Outdoor venue', 'Registration required']",False,,0,No accessible metro station nearby
111110,Réalité virtuelle,Venez essayez un casque VR et plongez dans des expériences immersives uniques Centre Communautaire de Gerry Robertson,"Come try on a VR headset and immerse yourself in unique, immersive experiences at the Gerry Robertson Community Center",https://montreal.ca/evenements/realite-virtuelle-111110,2026-08-01,2026-08-01,Science et techno,Adolescents,À l'extérieur,Sur inscription,Gratuit,Pierrefonds-Roxboro,nan,45.504773,-73.783267,city,57.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Stop within 134 m', 'Outdoor venue', 'Registration required']",False,,0,No accessible metro station nearby
111115,Formation à la découpeuse cricut,Apprenez à utiliser une découpeuse cricut.,Learn how to use a Cricut cutting machine.,https://montreal.ca/evenements/formation-la-decoupeuse-cricut-111115,2026-08-29,2026-08-29,Science et techno,Pour tous,À l'extérieur,Sur inscription,Gratuit,Montréal-Nord,nan,45.615812,-73.62235,city,57.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Stop within 206 m', 'Outdoor venue', 'Registration required']",False,,656,No accessible metro station nearby
111117,Écrire et publier une histoire pour les jeunes,Cours d'introduction sur l'écriture d'une première oeuvre pour la jeunesse et des conseils si on veut être publié.,An introductory course on writing your first children's book and tips on how to get published.,https://montreal.ca/evenements/ecrire-et-publier-une-histoire-pour-les-jeunes-111117,2026-07-13,2026-07-13,Club de lecture et littérature,Enfants,À l'extérieur,Sur inscription,Gratuit,Montréal-Nord,nan,45.596396,-73.631285,city,57.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Stop within 91 m', 'Outdoor venue', 'Registration required']",False,,661,No accessible metro station nearby
109469,"Une heure au potager : semences, variétés et autonomie alimentaire",toit potager urbain agriculture urbaine bibliothèque maisonneuve,"rooftop garden, urban agriculture, Maisonneuve Library",https://montreal.ca/evenements/une-heure-au-potager-semences-varietes-et-autonomie-alimentaire-109469,2026-09-19,2026-09-19,Jardinage,Adultes,En salle,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.550621,-73.540722,city,59.0,Getting There,🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 918 m + BIXI 63 m', 'Indoor venue', 'Registration required']",False,919.0,0,Nearest accessible metro 918 m
109468,Une heure au potager : récolter au bon moment et prolonger la saison,toit potager urbain agriculture urbaine bibliothèque maisonneuve,"rooftop garden, urban agriculture, Maisonneuve Library",https://montreal.ca/evenements/une-heure-au-potager-recolter-au-bon-moment-et-prolonger-la-saison-109468,2026-08-15,2026-08-15,Jardinage,Adultes,À l'extérieur,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.550621,-73.540722,city,71.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Metro within 918 m + BIXI 63 m', 'Outdoor venue', 'Registration required']",False,919.0,0,Nearest accessible metro 918 m
111120,Fabrication d’une mangeoire à oiseaux,"Atelier de bricolage suivi d’un spectacle pour enfant à la place Henri-Dunant, tous les mardis de l'été. C’est gratuit et accessible à toutes et tous.","A craft workshop followed by a children's show at Place Henri-Dunant, every Tuesday this summer. It's free and open to everyone.",https://montreal.ca/evenements/fabrication-dune-mangeoire-oiseaux-111120,2026-07-14,2026-07-14,Art et artisanat,Enfants,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.489629,-73.582172,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 280 m + BIXI 34 m', 'Indoor venue', 'Walk-in (no registration)']",True,781.0,500,Accessible metro 781 m
111121,Mentorat d'écriture,Chloé est disponible pour t'aider à écrire ou perfectionner ton projet de livre ou de bande dessinée.,Chloé is available to help you write or refine your book or comic book project.,https://montreal.ca/evenements/mentorat-decriture-111121,2026-07-27,2026-07-27,Club de lecture et littérature,Enfants,À l'extérieur,Sur inscription,Gratuit,Montréal-Nord,nan,45.596396,-73.631285,city,57.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Stop within 91 m', 'Outdoor venue', 'Registration required']",False,,661,No accessible metro station nearby
111123,Mentorat d'écriture,Chloé est disponible pour t'aider à écrire ou perfectionner ton projet de livre ou de bande dessinée.,Chloé is available to help you write or refine your book or comic book project.,https://montreal.ca/evenements/mentorat-decriture-111123,2026-08-10,2026-08-10,Club de lecture et littérature,Enfants,À l'extérieur,Sur inscription,Gratuit,Montréal-Nord,nan,45.596396,-73.631285,city,57.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Stop within 91 m', 'Outdoor venue', 'Registration required']",False,,661,No accessible metro station nearby
111124,Mentorat d'écriture,Chloé est disponible pour t'aider à écrire ou perfectionner ton projet de livre ou de bande dessinée.,Chloé is available to help you write or refine your book or comic book project.,https://montreal.ca/evenements/mentorat-decriture-111124,2026-08-24,2026-08-24,Club de lecture et littérature,Enfants,En salle,Sur inscription,Gratuit,Montréal-Nord,nan,45.596396,-73.631285,city,45.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Stop within 91 m', 'Indoor venue', 'Registration required']",False,,661,No accessible metro station nearby
111125,Graffiti sur casquette,"Atelier de bricolage suivi d’un spectacle pour enfant à la place Henri-Dunant, tous les mardis de l'été. C’est gratuit et accessible à toutes et tous.","A craft workshop followed by a children's show at Place Henri-Dunant, every Tuesday this summer. It's free and open to everyone.",https://montreal.ca/evenements/graffiti-sur-casquette-111125,2026-07-21,2026-07-21,Art et artisanat,Enfants,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.489629,-73.582172,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 280 m + BIXI 34 m', 'Indoor venue', 'Walk-in (no registration)']",True,781.0,500,Accessible metro 781 m
111126,Fabrication de pot en pâte autodurcissante,"Atelier de bricolage suivi d’un spectacle pour enfant à la place Henri-Dunant, tous les mardis de l'été. C’est gratuit et accessible à toutes et tous.","A craft workshop followed by a children's show at Place Henri-Dunant, every Tuesday this summer. It's free and open to everyone.",https://montreal.ca/evenements/fabrication-de-pot-en-pate-autodurcissante-111126,2026-07-28,2026-07-28,Art et artisanat,Enfants,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.489629,-73.582172,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 280 m + BIXI 34 m', 'Indoor venue', 'Walk-in (no registration)']",True,781.0,500,Accessible metro 781 m
111127,Atelier de surcyclage et manipulation d’objets de cirque,"Atelier de bricolage suivi d’un spectacle pour enfant à la place Henri-Dunant, tous les mardis de l'été. C’est gratuit et accessible à toutes et tous.","A craft workshop followed by a children's show at Place Henri-Dunant, every Tuesday this summer. It's free and open to everyone.",https://montreal.ca/evenements/atelier-de-surcyclage-et-manipulation-dobjets-de-cirque-111127,2026-08-04,2026-08-04,Cirque,Enfants,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.489629,-73.582172,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 280 m + BIXI 34 m', 'Indoor venue', 'Walk-in (no registration)']",True,781.0,500,Accessible metro 781 m
111128,Fabrication d'un sac à collation,"Atelier de bricolage suivi d’un spectacle pour enfant à la place Henri-Dunant, tous les mardis de l'été. C’est gratuit et accessible à toutes et tous.","A craft workshop followed by a children's show at Place Henri-Dunant, every Tuesday this summer. It's free and open to everyone.",https://montreal.ca/evenements/fabrication-dun-sac-collation-111128,2026-08-11,2026-08-11,Art et artisanat,Enfants,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.489629,-73.582172,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 280 m + BIXI 34 m', 'Indoor venue', 'Walk-in (no registration)']",True,781.0,500,Accessible metro 781 m
111147,Mardis de Médéric - Laura Niquay,Laura Niquay au parc Médéric-Martin,Laura Niquay at Médéric-Martin Park,https://montreal.ca/evenements/mardis-de-mederic-laura-niquay-111147,2026-08-18,2026-08-18,Musique,Pour tous,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.536045,-73.55673,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 481 m + BIXI 71 m', 'Indoor venue', 'Walk-in (no registration)']",True,659.0,178,Accessible metro 658 m
111166,Verrines gourmandes,Atelier cuisine verrine gourmande Bibliothèque de Pierrefonds,Gourmet Verrine Cooking Workshop at the Pierrefonds Library,https://montreal.ca/evenements/verrines-gourmandes-111166,2026-08-08,2026-08-08,Cuisine,Adultes,En salle,Sur inscription,Gratuit,Pierrefonds-Roxboro,nan,45.496195210508,-73.847222328186,city,52.3,Getting There,🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Stop within 84 m + BIXI 159 m', 'Indoor venue', 'Registration required']",False,,0,No accessible metro station nearby
111172,Atelier de broderie,Atelier de bricolage pour adulte à la place Henri-Dunant près du métro Atwater. L’activité est gratuite et offerte aux personnes de 15 ans et plus.,DIY workshop for adults at Place Henri-Dunant near the Atwater metro station. The activity is free and open to people ages 15 and older.,https://montreal.ca/evenements/atelier-de-broderie-111172,2026-07-23,2026-07-23,Art et artisanat,Adultes,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.489629,-73.582172,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 280 m + BIXI 34 m', 'Indoor venue', 'Walk-in (no registration)']",True,781.0,500,Accessible metro 781 m
111175,Atelier de crochet,Atelier de bricolage pour adulte à la place Henri-Dunant près du métro Atwater. L’activité est gratuite et offerte aux personnes de 15 ans et plus.,DIY workshop for adults at Place Henri-Dunant near the Atwater metro station. The activity is free and open to people ages 15 and older.,https://montreal.ca/evenements/atelier-de-crochet-111175,2026-08-06,2026-08-06,Art et artisanat,Adultes,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.489629,-73.582172,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 280 m + BIXI 34 m', 'Indoor venue', 'Walk-in (no registration)']",True,781.0,500,Accessible metro 781 m
111181,Plonge dans la lecture avec Chloé,Lecture d’histoires amusantes.Ouvert aux CPE et aux garderies.,Fun Story Time. Open to daycare centers and childcare facilities.,https://montreal.ca/evenements/plonge-dans-la-lecture-avec-chloe-111181,2026-07-15,2026-07-15,Heure du conte,Famille,En salle,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Indoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111184,Plonge dans la lecture avec Chloé,Lecture d’histoires amusantes.Ouvert aux CPE et aux garderies.,Fun Story Time. Open to daycare centers and childcare facilities.,https://montreal.ca/evenements/plonge-dans-la-lecture-avec-chloe-111184,2026-08-26,2026-08-26,Heure du conte,Famille,En salle,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Indoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111183,Plonge dans la lecture avec Chloé,Lecture d’histoires amusantes.Ouvert aux CPE et aux garderies.,Fun Story Time. Open to daycare centers and childcare facilities.,https://montreal.ca/evenements/plonge-dans-la-lecture-avec-chloe-111183,2026-08-12,2026-08-12,Heure du conte,Famille,En salle,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Indoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111182,Plonge dans la lecture avec Chloé,Lecture d’histoires amusantes.Ouvert aux CPE et aux garderies.,Fun Story Time. Open to daycare centers and childcare facilities.,https://montreal.ca/evenements/plonge-dans-la-lecture-avec-chloe-111182,2026-07-29,2026-07-29,Heure du conte,Famille,À l'extérieur,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,88.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 20.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Outdoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111176,Histoires sous-marines,"Musique et comptines, jeux d’éveil et livres sur le thème de la vie sous-marine. Machine à bulles comprise!","Music and nursery rhymes, early learning games, and books about underwater life. Bubble machine included!",https://montreal.ca/evenements/histoires-sous-marines-111176,2026-08-19,2026-08-19,Heure du conte,Famille,À l'extérieur,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,88.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 20.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Outdoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111200,Électro-nourriture et makey-makey,Activité sensorielle et technologique sur la conductivité électrique des aliments.,A sensory and technological activity on the electrical conductivity of food.,https://montreal.ca/evenements/electro-nourriture-et-makey-makey-111200,2026-07-20,2026-07-20,Science et techno,Pour tous,En salle,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Indoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111118,Scénariser et illustrer une bande-dessinée au Québec,Cours d'introduction sur l'écriture et l'illustration d'une bande dessinée avec plusieurs conseils pour débuter.,"An introductory course on writing and illustrating a comic book, with plenty of tips for beginners.",https://montreal.ca/evenements/scenariser-et-illustrer-une-bande-dessinee-au-quebec-111118,2026-07-20,2026-07-20,Art et artisanat,Enfants,À l'extérieur,Sur inscription,Gratuit,Montréal-Nord,nan,45.596396,-73.631285,city,57.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 20.0, 'walkin_access': 10.5}","['Stop within 91 m', 'Outdoor venue', 'Registration required']",False,,661,No accessible metro station nearby
111136,Aquarelle et oiseaux du Québec,Cet atelier propose une initiation à l’aquarelle tout en découvrant la richesse des oiseaux du Québec.,This workshop offers an introduction to watercolor painting while exploring the rich diversity of Quebec’s birdlife.,https://montreal.ca/evenements/aquarelle-et-oiseaux-du-quebec-111136,2026-08-13,2026-08-13,Art et artisanat,Adultes,En salle,Sur inscription,Gratuit,Montréal-Nord,nan,45.615812,-73.62235,city,45.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Stop within 206 m', 'Indoor venue', 'Registration required']",False,,656,No accessible metro station nearby
111207,Atelier de dessin avec Luke Ives,"Activité de dessin sur la thématique du Club de lecture d’été TD, en compagnie de l’illustrateur Luke Ives.","A drawing activity based on the theme of the TD Summer Reading Club, featuring illustrator Luke Ives.",https://montreal.ca/evenements/atelier-de-dessin-avec-luke-ives-111207,2026-08-09,2026-08-09,Art et artisanat,Pour tous,En salle,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Indoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111208,"Djata : Conversations du Manden, par Kira Arts",spectacle de danse à la place du vilage,dance performance at the village square,https://montreal.ca/evenements/djata-conversations-du-manden-par-kira-arts-111208,2026-09-12,2026-09-12,Danse,Pour tous,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.51767085046731,-73.55668221077538,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 156 m + BIXI 101 m', 'Indoor venue', 'Walk-in (no registration)']",True,411.0,255,Accessible metro 411 m
111205,Atelier de fabrication de cerfs-volants,"Atelier de fabrication de cerfs-volants, à tester directement au parc!",Kite-making workshop—try out your kites right there in the park!,https://montreal.ca/evenements/atelier-de-fabrication-de-cerfs-volants-111205,2026-07-26,2026-07-26,Art et artisanat,Enfants,En salle,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Indoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111209,Lumina-marqueur,Fabrication d’un marque-page lumineux à l’aide de circuits électriques.,Making a light-up bookmark using electrical circuits.,https://montreal.ca/evenements/lumina-marqueur-111209,2026-08-10,2026-08-10,Science et techno,Pour tous,En salle,Entrée libre,Gratuit,Montréal-Nord,nan,45.581924078683,-73.64228789135,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 126 m + BIXI 117 m', 'Indoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
111210,Mon voyage en Colombie-Britannique,"À travers pastels et crayons de couleur, l’artiste partage des paysages de la Colombie-Britannique, célébrant couleurs, lumière et puissance de la nature.","Using pastels and colored pencils, the artist depicts landscapes of British Columbia, celebrating the colors, light, and power of nature.",https://montreal.ca/evenements/mon-voyage-en-colombie-britannique-111210,2026-07-09,2026-07-19,Art et artisanat,Pour tous,En salle,Entrée libre,Gratuit,Montréal-Nord,nan,45.604607,-73.625023,city,70.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 68 m', 'Indoor venue', 'Walk-in (no registration)']",False,,1084,No accessible metro station nearby
111212,Poésie du quartier chinois - Poésie Partout,Poésie à la place Sun-Yat-Sen,Poetry at Sun Yat-sen Square,https://montreal.ca/evenements/poesie-du-quartier-chinois-poesie-partout-111212,2026-09-27,2026-09-27,Art de la parole,Pour tous,En salle,Entrée libre,Gratuit,Ville-Marie,nan,45.507880435767,-73.560433130882,city,88.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 192 m + BIXI 116 m', 'Indoor venue', 'Walk-in (no registration)']",True,192.0,0,Accessible metro 192 m
109041,Club de lecture d'été TD,Le club de lecture d'été TD de la bibliothèque Mercier aura lieu du 27 juin au 23 août 2026.,"The Mercier Library's TD Summer Book Club will take place from June 27 to August 23, 2026.",https://montreal.ca/evenements/club-de-lecture-dete-td-109041,2026-06-27,2026-08-23,Club de lecture et littérature,Enfants,En salle,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.595475,-73.523843,city,59.0,Getting There,🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 880 m + BIXI 50 m', 'Indoor venue', 'Registration required']",False,880.0,0,Nearest accessible metro 880 m
111221,L’inventeur de rêves – Cédric Descamps,"Spectacle jeune public au parc Champdoré l'inventeur de rêves le mardi 18 août à 10 h 30, présenté dans le cadre du programme Hors les murs. Gratuit.","A children's show at Champdoré Park, *The Inventor of Dreams*, on Tuesday, August 18, at 10:30 a.m., presented as part of the *Hors les murs* program. Free admission.",https://montreal.ca/evenements/linventeur-de-reves-cedric-descamps-111221,2026-08-18,2026-08-18,Théâtre,Famille,En salle,Entrée libre,Gratuit,Villeray–Saint-Michel–Parc-Extension,nan,45.568498642788,-73.635534412243,city,61.0,Getting There,🌿,False,True,"{'transit_access': 18.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 397 m', 'Indoor venue', 'Walk-in (no registration)']",False,2941.0,423,Nearest accessible metro 2941 m
111231,Contes et coloriages,Heure du conte à la bibliothèque de Salaberry pour les enfants de 3 à 6 ans accompagnés d'un parent.,Storytime at the Salaberry Library for children ages 3 to 6 accompanied by a parent.,https://montreal.ca/evenements/contes-et-coloriages-111231,2026-07-18,2026-07-18,Heure du conte,Enfants d'âge préscolaire,En salle,Sur inscription,Gratuit,Ahuntsic-Cartierville,nan,45.534515,-73.703768,city,45.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Stop within 97 m', 'Indoor venue', 'Registration required']",False,2785.0,0,Nearest accessible metro 2784 m
111233,Chasse au trésor: Trouvez les poissons,Les enfants sont invités à une chasse au trésor à travers les rayons de la bibliothèque de Salaberry le jeudi 16 juillet.,"Children are invited to a treasure hunt through the aisles of the Salaberry Library on Thursday, July 16.",https://montreal.ca/evenements/chasse-au-tresor-trouvez-les-poissons-111233,2026-07-16,2026-07-16,Jeux,Famille,En salle,Entrée libre,Gratuit,Ahuntsic-Cartierville,nan,45.534515,-73.703768,city,70.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 97 m', 'Indoor venue', 'Walk-in (no registration)']",False,2785.0,0,Nearest accessible metro 2784 m
110544,The Bellhop – Hilarilar Marionetas (Espagne),"Ne manquez pas le spectacle extérieur The Bellhop le jeudi 13 août à 19h, Théâtre de marionnettes, grand public, au coin Villeray et Henri-Julien, gratuit.","Don't miss the outdoor show *The Bellhop* on Thursday, August 13, at 7 p.m.—a puppet show for all ages at the corner of Villeray and Henri-Julien. Admission is free.",https://montreal.ca/evenements/bellhop-hilarilar-marionetas-espagne-110544,2026-08-13,2026-08-13,Théâtre,Pour tous,En salle,Entrée libre,Gratuit,Villeray–Saint-Michel–Parc-Extension,nan,45.540099846584354,-73.62343607894164,city,83.5,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 551 m + BIXI 139 m', 'Indoor venue', 'Walk-in (no registration)']",True,758.0,206,Accessible metro 757 m
110542,Fanfare Faux-Nez,"Ne manquez pas le spectacle extérieur de la fanfare Faux-Nez le jeudi 16 juillet à 19h, Musique, grand public, au coin Villeray et Henri-Julien, gratuit.","Don't miss the outdoor performance by the Faux-Nez marching band on Thursday, July 16, at 7 p.m. Music, open to the public, at the corner of Villeray and Henri-Julien; free admission.",https://montreal.ca/evenements/fanfare-faux-nez-110542,2026-07-16,2026-07-16,Musique,Pour tous,En salle,Entrée libre,Gratuit,Villeray–Saint-Michel–Parc-Extension,nan,45.540099846584354,-73.62343607894164,city,83.5,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 551 m + BIXI 139 m', 'Indoor venue', 'Walk-in (no registration)']",True,758.0,206,Accessible metro 757 m
109136,Le périple de Laurette et Arlette,"Ne manquez pas le spectacle extérieur Le périple de Laurette et Arlette, le jeudi 6 août à 19h, Théâtre, grand public, coin Villeray et Henri-Julien, gratuit.","Don't miss the outdoor performance *Le périple de Laurette et Arlette* on Thursday, August 6, at 7 p.m. Theater, general admission, corner of Villeray and Henri-Julien, free.",https://montreal.ca/evenements/le-periple-de-laurette-et-arlette-109136,2026-08-06,2026-08-06,Théâtre,Pour tous,En salle,Entrée libre,Gratuit,Villeray–Saint-Michel–Parc-Extension,nan,45.540099846584354,-73.62343607894164,city,83.5,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 551 m + BIXI 139 m', 'Indoor venue', 'Walk-in (no registration)']",True,758.0,206,Accessible metro 757 m
109134,Errances - Zeugma Danse,"Ne manquez pas le spectacle extérieur Errances de Zeugma Danse, le jeudi 23 juillet à 19h, Danse grand public, au coin Villeray et Henri-Julien, gratuit.","Don't miss Zeugma Danse's outdoor performance, *Errances*, on Thursday, July 23, at 7 p.m.—a dance performance for the general public—at the corner of Villeray and Henri-Julien. Admission is free.",https://montreal.ca/evenements/errances-zeugma-danse-109134,2026-07-23,2026-07-23,Danse,Pour tous,En salle,Entrée libre,Gratuit,Villeray–Saint-Michel–Parc-Extension,nan,45.540099846584354,-73.62343607894164,city,83.5,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 551 m + BIXI 139 m', 'Indoor venue', 'Walk-in (no registration)']",True,758.0,206,Accessible metro 757 m
